gid,abbr,name,lat,lon
24965,NC,Aurora,+35.3029039,-076.7893480
24967,NC,Belhaven,+35.5429611,-076.6231113
24721,NC,Pineville,+35.0924246,-080.8921913
24966,NC,Bath,+35.4717180,-076.8110089
24969,NC,Pantego,+35.5873728,-076.6593967
24727,NC,Emerald Isle,+34.6644257,-077.0313681
24724,NC,Bogue,+34.6918722,-077.0283348
24726,NC,Cedar Point,+34.6870131,-077.0847299
24725,NC,Cape Carteret,+34.6942964,-077.0601366
24968,NC,Chocowinity,+35.5147156,-077.1016692
24747,NC,Wadesboro,+34.9638295,-080.0746941
24729,NC,Morehead City,+34.7329800,-076.7575265
24728,NC,Indian Beach,+34.6866832,-076.9015828
24751,NC,Candor,+35.2946345,-079.7373473
24738,NC,Stedman,+35.0134833,-078.7001217
24740,NC,Eastover,+35.0952683,-078.7862345
24739,NC,Wade,+35.1634015,-078.7396726
24999,NC,Cherokee,+35.4859617,-083.3010536
24746,NC,Polkton,+35.0038696,-080.1962626
24757,NC,Leggett,+35.9896194,-077.5800520
24759,NC,Pinetops,+35.7912558,-077.6378144
24497,NC,Earl,+35.1954241,-081.5340098
24758,NC,Macclesfield,+35.7522905,-077.6697251
24767,NC,Hertford,+36.1768495,-076.4665522
24753,NC,Star,+35.3993455,-079.7834073
24756,NC,Conetoe,+35.8176272,-077.4571318
24978,NC,Jefferson,+36.4205512,-081.4682608
24752,NC,Mount Gilead,+35.2157501,-080.0028186
24755,NC,Burnsville,+35.9163606,-082.2974252
24754,NC,Troy,+35.3646349,-079.8918511
24781,NC,Powellsville,+36.2252509,-076.9315732
24980,NC,West Jefferson,+36.3924764,-081.4892408
24765,NC,Walnut Cove,+36.2948527,-080.1404251
24780,NC,Lewiston Woodville,+36.1148830,-077.1795482
24771,NC,Trenton,+35.0638097,-077.3561649
24760,NC,Princeville,+35.8891879,-077.5289218
24803,NC,Roseboro,+34.9539821,-078.5116908
24979,NC,Lansing,+36.4996734,-081.5092958
24764,NC,Danbury,+36.4129030,-080.2145459
25016,NC,Bethlehem,+35.8175312,-081.3007573
24779,NC,Kelford,+36.1812478,-077.2243031
24982,NC,Holly Ridge,+34.4934822,-077.5631502
24766,NC,Bryson City,+35.4266102,-083.4472647
24778,NC,Colerain,+36.2015735,-076.7664001
25002,NC,Bennett,+35.5752803,-079.5346115
24983,NC,Jacksonville,+34.7368657,-077.3926655
25001,NC,Fearrington Village,+35.7986361,-079.0780148
24819,NC,Falkland,+35.6985467,-077.5132498
24985,NC,Richlands,+34.9001307,-077.5428727
24986,NC,Swansboro,+34.6931591,-077.1336297
24993,NC,St. Pauls,+34.8070525,-078.9735525
24910,NC,Cedar Rock,+35.9436276,-081.4579300
24991,NC,Pembroke,+34.6777271,-079.1945913
24987,NC,Bakersville,+36.0153535,-082.1582606
24988,NC,Spruce Pine,+35.9137854,-082.0698495
24998,NC,Cullowhee,+35.3111432,-083.1810226
24996,NC,Mount Pleasant,+35.4069716,-080.4326838
24997,NC,Jackson Heights,+35.2236563,-077.6331420
24994,NC,Concord,+35.3920479,-080.6355434
25000,NC,Glenville,+35.1693965,-083.1222070
25017,NC,Hiddenite,+35.9077312,-081.0809901
24913,NC,Hudson,+35.8474429,-081.4864738
24912,NC,Granite Falls,+35.7972520,-081.4243342
24911,NC,Gamewell,+35.8637314,-081.5979334
24914,NC,Lenoir,+35.9056669,-081.5269693
24915,NC,Sawmills,+35.8183291,-081.4766751
25003,NC,Moncure,+35.6258214,-079.0746811
24916,NC,Wake Forest,+35.9887218,-078.5364224
25013,NC,Advance,+35.9531428,-080.3882121
25005,NC,South Rosemary,+36.4535979,-077.7108003
25009,NC,West Canton,+35.5383988,-082.8670415
25004,NC,Gulf,+35.5575951,-079.2808560
24917,NC,Bunn,+35.9590590,-078.2518931
25015,NC,Cordova,+34.9140525,-079.8140375
25006,NC,South Weldon,+36.4135525,-077.6024245
25007,NC,Hollister,+36.2582820,-077.9356943
25008,NC,Lake Junaluska,+35.5302063,-082.9727728
24918,NC,Centerville,+36.1854460,-078.1088375
25012,NC,Hillsdale,+36.0117336,-080.4369898
24942,NC,Lake Park,+35.0844874,-080.6343737
24953,NC,Black Mountain,+35.6149625,-082.3278555
25014,NC,East Rockingham,+34.9118806,-079.7648377
24814,NC,Plymouth,+35.8585365,-076.7482024
24822,NC,Greenville,+35.5966110,-077.3751534
25011,NC,McLeansville,+36.0975067,-079.6547217
25010,NC,Forest Oaks,+35.9885344,-079.7080280
25023,NC,Valley Hill,+35.2924880,-082.4945813
25020,NC,East Flat Rock,+35.2811575,-082.4174763
24784,NC,Elkin,+36.2627675,-080.8465345
24810,NC,Murfreesboro,+36.4420061,-077.0961842
25039,NC,Neuse Forest,+34.9645634,-076.9445833
25019,NC,Barker Heights,+35.3084829,-082.4411669
25022,NC,Mountain Home,+35.3703278,-082.5019718
25031,NC,Swan Quarter,+35.4130339,-076.3197112
25021,NC,Etowah,+35.3044421,-082.5887761
25026,NC,Hoopers Creek,+35.4449181,-082.4356244
25024,NC,Dana,+35.3205984,-082.3608459
25030,NC,Ocracoke,+35.0732314,-075.9985272
25029,NC,Gerton,+35.4760259,-082.3504528
25025,NC,Horse Shoe,+35.3323326,-082.5626909
25028,NC,Edneyville,+35.4035180,-082.3332267
25027,NC,Fruitland,+35.3977326,-082.4174972
24820,NC,Farmville,+35.5953489,-077.5913771
25036,NC,Brices Creek,+35.0369569,-077.0819210
25035,NC,Coinjock,+36.3524100,-075.9517719
25037,NC,Fairfield Harbour,+35.0673210,-076.9597165
24595,NC,New Bern,+35.0925854,-077.0718314
24593,NC,Dover,+35.2155028,-077.4337507
24594,NC,Havelock,+34.9088887,-076.8994797
25034,NC,Moyock,+36.5010732,-076.1733075
25033,NC,Fairfield,+35.5479273,-076.2259813
25046,NC,Millingport,+35.3763539,-080.3113413
25065,NC,Vander,+35.0375039,-078.7875955
25054,NC,Buies Creek,+35.4106977,-078.7331571
25040,NC,White Oak,+34.7396612,-078.7185901
25045,NC,Light Oak,+35.2866931,-081.4773881
25047,NC,Aquadale,+35.2243941,-080.2235076
25049,NC,Gorman,+36.0416625,-078.8069378
25050,NC,Rougemont,+36.2129770,-078.9116884
25048,NC,Efland,+36.0803859,-079.1713400
25051,NC,Brogden,+35.2955805,-078.0293750
25053,NC,Mar-Mac,+35.3307851,-078.0569894
25052,NC,Elroy,+35.3307903,-077.9225144
24899,NC,Calypso,+35.1546520,-078.1045747
25055,NC,Bunnlevel,+35.3064954,-078.7590680
25058,NC,West Marion,+35.6522886,-082.0203637
25056,NC,Mamers,+35.4113141,-078.9366141
25062,NC,Marshallberg,+34.7260153,-076.5135564
25057,NC,Enochville,+35.5201786,-080.6657831
25066,NC,Ashley Heights,+35.0900611,-079.3737906
25061,NC,Davis,+34.7909354,-076.4685623
25060,NC,Atlantic,+34.8812924,-076.3436894
25059,NC,Harkers Island,+34.6987394,-076.5584598
25063,NC,Gloucester,+34.7320575,-076.5386617
24846,NC,Newton,+35.6599109,-081.2343295
24605,NC,Walstonburg,+35.5960920,-077.6980056
25064,NC,Broad Creek,+34.7341172,-076.9190064
25078,NC,White Plains,+36.4437667,-080.6490018
25077,NC,Toast,+36.4964248,-080.6353997
24607,NC,Drexel,+35.7566636,-081.6085887
24606,NC,Connelly Springs,+35.7549907,-081.4970469
24631,NC,Patterson Springs,+35.2329970,-081.5161863
25068,NC,Dundarrach,+34.9246659,-079.1574608
25107,NC,Altamahaw,+36.1868322,-079.5069617
25067,NC,Bowmore,+34.9358467,-079.2999594
25101,NC,Hays,+36.2468924,-081.1141629
25098,NC,Hobucken,+35.2517581,-076.5730993
25043,NC,Salem,+35.6997304,-081.7002909
25095,NC,Lake Norman of Catawba,+35.5995995,-080.9831453
25069,NC,Five Points,+35.0154015,-079.3512668
25094,NC,South Mills,+36.4378587,-076.3307371
25070,NC,Rockfish,+34.9905573,-079.0700603
25097,NC,St. Stephens,+35.7646096,-081.2728803
25096,NC,Mountain View,+35.6830973,-081.3689526
25071,NC,Silver City,+34.9972452,-079.2291401
25100,NC,Fairplains,+36.1929245,-081.1515330
25073,NC,Cove Creek,+36.2858825,-081.7873266
25072,NC,Pinnacle,+36.3227731,-080.4231668
25099,NC,Cricket,+36.1686506,-081.1932368
25079,NC,Lowgap,+36.5249575,-080.8712257
25074,NC,Valle Crucis,+36.2158394,-081.7966790
25075,NC,Foscoe,+36.1512751,-081.7734125
25076,NC,Flat Rock,+36.5085538,-080.5798048
25106,NC,Camden,+36.3251931,-076.1691894
25102,NC,Millers Creek,+36.1908645,-081.2355534
25103,NC,Moravian Falls,+36.1079728,-081.1870638
25104,NC,Mulberry,+36.2257226,-081.1652363
25080,NC,Caroleen,+35.2810881,-081.7913761
25105,NC,Pleasant Hill,+36.2509375,-080.8949328
24624,NC,Vass,+35.2538750,-079.2846455
25042,NC,Icard,+35.7254704,-081.4584691
24499,NC,Kinston,+35.2750989,-077.5933675
25041,NC,Maury,+35.4792018,-077.5902239
24634,NC,Black Creek,+35.6368297,-077.9326128
24632,NC,Polkville,+35.4163189,-081.6440203
24640,NC,Waco,+35.3626480,-081.4293293
24498,NC,Fallston,+35.4294138,-081.5021781
24639,NC,Stantonsburg,+35.6055174,-077.8199932
24664,NC,Goldsboro,+35.3799506,-077.9732468
25082,NC,Cliffside,+35.2479949,-081.7652809
25113,NC,Southmont,+35.6504279,-080.2760242
25081,NC,Henrietta,+35.2578266,-081.8044091
24653,NC,Red Cross,+35.2659522,-080.3621809
24661,NC,Raleigh,+35.8305982,-078.6417683
24663,NC,Fremont,+35.5436227,-077.9754838
24662,NC,Eureka,+35.5414698,-077.8763238
24633,NC,Shelby,+35.2879025,-081.5411271
24506,NC,Jamesville,+35.8119595,-076.9001798
25112,NC,Tyro,+35.7997132,-080.3764447
25109,NC,Saxapahaw,+35.9580593,-079.3189449
25108,NC,Glen Raven,+36.1254823,-079.4647589
29464,NC,Lumberton,+34.6307249,-079.0175625
24505,NC,Hassell,+35.9083873,-077.2763226
25111,NC,Welcome,+35.9066236,-080.2547733
29463,NC,Andrews,+35.1995387,-083.8256319
25110,NC,Woodlawn,+36.1157779,-079.2886775
29462,NC,Franklin,+35.1799298,-083.3823189
29461,NC,Topsail Beach,+34.3663860,-077.6475956
25153,NC,Prospect,+34.7358109,-079.2251554
25086,NC,Ivanhoe,+34.5811696,-078.2521456
25089,NC,Spivey's Corner,+35.1982219,-078.4825621
25117,NC,Scotch Meadows,+34.6889482,-079.5177161
24873,NC,Swepsonville,+36.0313392,-079.3534618
25132,NC,Royal Pines,+35.4786566,-082.5022340
29465,NC,Rocky Point,+34.4440846,-077.8907946
25085,NC,Ingold,+34.8276267,-078.3517830
25084,NC,Delway,+34.8207635,-078.2185896
25126,NC,Stony Point,+35.8662335,-081.0451425
25088,NC,Plain View,+35.2439908,-078.5602251
25087,NC,Keener,+35.1211063,-078.2983796
25090,NC,Vann Crossroads,+35.1701289,-078.4041099
25140,NC,Rodanthe,+35.5904171,-075.4666379
24795,NC,Rutherfordton,+35.3642213,-081.9614372
25092,NC,Bell Arthur,+35.5911764,-077.5127049
25091,NC,Belvoir,+35.7110753,-077.4699315
25120,NC,Potters Hill,+34.9645469,-077.7031529
25116,NC,Deercroft,+34.9571250,-079.4330909
24794,NC,Ruth,+35.3823686,-081.9448474
25115,NC,Old Hundred,+34.8244908,-079.5921464
24796,NC,Spindale,+35.3599481,-081.9232544
25114,NC,Laurel Hill,+34.8095257,-079.5454595
25152,NC,Barker Ten Mile,+34.6825234,-078.9888462
25127,NC,South Henderson,+36.3034766,-078.4054028
24834,NC,Micro,+35.5627325,-078.2041433
25121,NC,Denver,+35.5427439,-081.0378122
25118,NC,Lowesville,+35.4191534,-080.9978314
25141,NC,Salvo,+35.5485357,-075.4681683
25145,NC,Hatteras,+35.2163991,-075.6881318
25144,NC,Frisco,+35.2316452,-075.6321810
25142,NC,Avon,+35.3455267,-075.5059564
25143,NC,Buxton,+35.2619285,-075.5363902
24844,NC,Long View,+35.7230916,-081.3854752
25125,NC,Germanton,+36.2580862,-080.2355345
24824,NC,Simpson,+35.5751759,-077.2788717
25122,NC,Iron Station,+35.4540100,-081.1545798
24826,NC,Lake Santeetlah,+35.3640036,-083.8663261
24847,NC,Wilson's Mills,+35.5861637,-078.3629970
25124,NC,Lake Royale,+35.9639446,-078.1917307
24825,NC,Winterville,+35.5286737,-077.4000729
25123,NC,Northlakes,+35.7810325,-081.3661898
24845,NC,Maiden,+35.5855367,-081.2196907
24898,NC,Beulaville,+34.9228023,-077.7713103
25155,NC,Shannon,+34.8476682,-079.1395868
24849,NC,Archer Lodge,+35.6832236,-078.3731052
24848,NC,Zebulon,+35.8307548,-078.3169949
25137,NC,Pinetown,+35.6110300,-076.8557995
25130,NC,Bent Creek,+35.5111085,-082.6169868
25129,NC,Avery Creek,+35.4650624,-082.5718573
25128,NC,JAARS,+34.8626178,-080.7499254
25136,NC,Bayview,+35.4417874,-076.7933884
25119,NC,Westport,+35.5015258,-080.9776211
25135,NC,River Road,+35.5109989,-076.9900621
25131,NC,Fairview,+35.5225160,-082.4012990
25134,NC,Ruffin,+36.4382073,-079.5338049
25147,NC,Sunbury,+36.4468944,-076.6127323
25146,NC,Waves,+35.5656572,-075.4650792
25139,NC,Manns Harbor,+35.8984849,-075.7807015
25138,NC,Wanchese,+35.8401870,-075.6416574
25148,NC,Half Moon,+34.8298140,-077.4591803
25156,NC,Wakulla,+34.7969605,-079.2559704
25149,NC,Piney Green,+34.7655424,-077.3010346
25150,NC,Pumpkin Center,+34.7861285,-077.3648957
25154,NC,Rex,+34.8507941,-079.0468524
25151,NC,Sneads Ferry,+34.5556264,-077.3789955
25133,NC,Swannanoa,+35.6009458,-082.3884272
24859,NC,Macon,+36.4395896,-078.0839353
24900,NC,Greenevers,+34.8270830,-077.9245689
24828,NC,Saluda,+35.2375346,-082.3469249
24860,NC,Norlina,+36.4449589,-078.1958086
24805,NC,Turkey,+34.9950347,-078.1841515
24509,NC,Robersonville,+35.8247792,-077.2529486
24804,NC,Salemburg,+35.0151579,-078.5027991
24788,NC,Bostic,+35.3624566,-081.8359880
24793,NC,Lake Lure,+35.4469021,-082.2008918
24775,NC,Boone,+36.2128287,-081.6689350
24774,NC,Blowing Rock,+36.1292815,-081.6705435
24789,NC,Falcon,+35.1928065,-078.6482852
24773,NC,Seven Devils,+36.1495808,-081.8149191
24787,NC,Pilot Mountain,+36.3839389,-080.4742205
24777,NC,Aulander,+36.2280091,-077.1135990
24776,NC,Askewville,+36.1118824,-076.9411426
24786,NC,Mount Airy,+36.5084867,-080.6145383
24785,NC,Dobson,+36.3924018,-080.7268417
24790,NC,Chimney Rock Village,+35.4501909,-082.2567172
24792,NC,Forest City,+35.3334658,-081.8712575
24791,NC,Ellenboro,+35.3308784,-081.7612738
24718,NC,Cornelius,+35.4733861,-080.8841895
24872,NC,Ossipee,+36.1662784,-079.5168923
24808,NC,Como,+36.4982733,-076.9996182
24807,NC,Cofield,+36.3566893,-076.9105170
24806,NC,Ahoskie,+36.2843387,-076.9901456
24812,NC,Sparta,+36.5030025,-081.1225926
24811,NC,Winton,+36.3894477,-076.9347285
24507,NC,Oak City,+35.9616816,-077.3040442
24818,NC,Bethel,+35.8072157,-077.3761458
24809,NC,Harrellsville,+36.3016736,-076.7917773
24827,NC,Robbinsville,+35.3232644,-083.8054514
24823,NC,Grimesland,+35.5671203,-077.1981983
24816,NC,Grifton,+35.3800410,-077.4412080
24798,NC,Clinton,+35.0004297,-078.3315399
24815,NC,Roper,+35.8786400,-076.6170580
18671,ND,Braddock,+46.5639065,-100.0897489
18569,ND,Warwick,+47.8528010,-098.7058995
18583,ND,Argusville,+47.0500504,-096.9431630
18568,ND,York,+48.3130797,-099.5735713
18567,ND,Sarles,+48.9450526,-098.9957283
18582,ND,Arthur,+47.1042906,-097.2185292
18572,ND,Maddock,+47.9624444,-099.5292405
18571,ND,Minnewaukan,+48.0702229,-099.2503489
18570,ND,Oberon,+47.9240035,-099.2064311
18581,ND,Ayr,+47.0411840,-097.4909661
18578,ND,Casselton,+46.8971664,-097.2122049
18580,ND,Briarwood,+46.7870764,-096.7951952
18579,ND,Buffalo,+46.9203065,-097.5504221
18601,ND,Harwood,+46.9719468,-096.8762609
18595,ND,North River,+46.9500961,-096.8014099
18617,ND,Glenfield,+47.4550474,-098.5662156
18585,ND,Alice,+46.7599929,-097.5560125
18594,ND,Oxbow,+46.6720263,-096.8018350
18590,ND,West Fargo,+46.8562582,-096.9050554
18598,ND,Kindred,+46.6494305,-097.0168864
18597,ND,Leonard,+46.6523161,-097.2499308
18596,ND,Mapleton,+46.8912590,-097.0530416
18600,ND,Horace,+46.7559250,-096.9072543
18621,ND,Wahpeton,+46.2719290,-096.6117626
18620,ND,Walcott,+46.5504724,-096.9375498
18599,ND,Hunter,+47.1901131,-097.2138110
18616,ND,Grace City,+47.5528366,-098.8041707
18607,ND,Tappen,+46.8716114,-099.6271150
18602,ND,Gardner,+47.1445105,-096.9686109
18606,ND,Tuttle,+47.1445261,-099.9934070
18603,ND,Frontier,+46.8004416,-096.8331785
18605,ND,Enderlin,+46.6206640,-097.5935634
18604,ND,Fargo,+46.8652063,-096.8290052
18609,ND,Robinson,+47.1422553,-099.7802784
18608,ND,Steele,+46.8559324,-099.9174691
18615,ND,McHenry,+47.5764205,-098.5911718
18614,ND,Beach,+46.9152009,-104.0079388
18610,ND,Pettibone,+47.1160665,-099.5202630
18670,ND,Berlin,+46.3782982,-098.4884687
18641,ND,Upham,+48.5812770,-100.7286345
18630,ND,Christine,+46.5751155,-096.8062611
18629,ND,Colfax,+46.4708812,-096.8724723
18624,ND,Lidgerwood,+46.0736509,-097.1449735
18619,ND,Wyndmere,+46.2639978,-097.1309577
18628,ND,Dwight,+46.3037816,-096.7400042
18625,ND,Hankinson,+46.0716499,-096.8918429
18627,ND,Fairmount,+46.0546436,-096.6028178
18626,ND,Great Bend,+46.1546138,-096.8010448
18635,ND,Fullerton,+46.1632685,-098.4273053
18631,ND,Barney,+46.2658620,-096.9993418
18634,ND,Ludden,+46.0079339,-098.1253011
18632,ND,Oakes,+46.1393826,-098.0877068
18633,ND,Monango,+46.1733445,-098.5951496
18639,ND,Voltaire,+48.0192848,-100.8448799
18636,ND,Forbes,+45.9424826,-098.7821613
18640,ND,Velva,+48.0574431,-100.9309308
18637,ND,Ellendale,+46.0048553,-098.5250472
18638,ND,Abercrombie,+46.4465091,-096.7266708
18643,ND,Kief,+47.8589856,-100.5141717
18646,ND,Drake,+47.9226908,-100.3744196
18652,ND,Sykeston,+47.4661483,-099.3992133
18645,ND,Granville,+48.2665882,-100.8446629
18644,ND,Karlsruhe,+48.0910205,-100.6162207
18642,ND,Towner,+48.3471369,-100.4070193
18651,ND,Anamoose,+47.8830682,-100.2422603
18648,ND,Bergen,+48.0037617,-100.7200795
18647,ND,Deering,+48.3957587,-101.0495453
18650,ND,Balfour,+47.9517539,-100.5342842
18649,ND,Bantry,+48.4974371,-100.6097597
18669,ND,Dickey,+46.5367151,-098.4681860
18668,ND,Edgeley,+46.3623376,-098.7123932
18655,ND,Hamberg,+47.7627867,-099.5155251
18653,ND,Hurdsfield,+47.4471835,-099.9303863
18654,ND,Harvey,+47.7775105,-099.9289535
18660,ND,Lisbon,+46.4380365,-097.6844065
18658,ND,Bowdon,+47.4685618,-099.7088190
18657,ND,Cathay,+47.5539226,-099.4112964
18656,ND,Fessenden,+47.6491975,-099.6270196
18667,ND,Jud,+46.5258579,-098.8977538
18662,ND,Elliott,+46.4022684,-097.8148799
18661,ND,Fort Ransom,+46.5245484,-097.9311440
18666,ND,Kulm,+46.3022467,-098.9466347
18663,ND,Verona,+46.3660415,-098.0713555
18665,ND,LaMoure,+46.3571688,-098.2961055
18664,ND,Marion,+46.6087115,-098.3443163
18706,ND,Grenora,+48.6199015,-103.9366560
18679,ND,Mylo,+48.6359261,-099.6178395
18691,ND,Tolley,+48.7303623,-101.8271967
18723,ND,Cannon Ball,+46.3227545,-100.6295351
18722,ND,White Shield,+47.6601581,-101.8435613
18678,ND,Rolette,+48.6608312,-099.8417505
18673,ND,Hazelton,+46.4854583,-100.2807681
18672,ND,Hague,+46.0289062,-099.9989549
18677,ND,Rolla,+48.8435848,-099.6095100
18674,ND,Linton,+46.2685491,-100.2333701
18676,ND,St. John,+48.9437474,-099.7131607
18675,ND,Strasburg,+46.1337790,-100.1620284
18681,ND,Thompson,+47.7746130,-097.1043557
18690,ND,Emerado,+47.9283868,-097.3612323
18680,ND,Dunseith,+48.8130267,-100.0624249
18683,ND,Northwood,+47.7316373,-097.5652965
18688,ND,Grand Forks,+47.9127841,-097.0750096
18682,ND,Reynolds,+47.6701152,-097.1088844
18687,ND,Inkster,+48.1514740,-097.6441618
18684,ND,Niagara,+48.0010082,-097.8769935
18686,ND,Larimore,+47.9090187,-097.6272657
18685,ND,Manvel,+48.0726233,-097.1779143
18705,ND,Ray,+48.3426660,-103.1616447
18692,ND,Sherwood,+48.9618568,-101.6328848
18698,ND,Hettinger,+46.0035207,-102.6346134
18694,ND,Loraine,+48.8683333,-101.5678307
18697,ND,Reeder,+46.1070978,-102.9425812
18693,ND,Mohall,+48.7660899,-101.5169955
18696,ND,Glenburn,+48.5130373,-101.2209886
18695,ND,Grano,+48.6152491,-101.5887553
18699,ND,Haynes,+45.9739107,-102.4710079
18702,ND,Wildrose,+48.6298754,-103.1837890
18700,ND,Bucyrus,+46.0645749,-102.7883100
18701,ND,Williston,+48.1630556,-103.6323468
18704,ND,Springbrook,+48.2519469,-103.4613107
18703,ND,Tioga,+48.3984513,-102.9384920
18720,ND,Harmon,+46.9543610,-100.9569673
18712,ND,Gladstone,+46.8593359,-102.5672710
18721,ND,Denhoff,+47.4833360,-100.2622923
18711,ND,Richardton,+46.8843689,-102.3156737
18707,ND,Epping,+48.2816211,-103.3576464
18747,ND,Spiritwood,+46.9342825,-098.4932956
18708,ND,Alamo,+48.5828144,-103.4682909
18710,ND,South Heart,+46.8681864,-102.9905328
18709,ND,Taylor,+46.9022047,-102.4228743
18719,ND,Wing,+47.1424756,-100.2831485
18713,ND,Dickinson,+46.8854562,-102.7867891
18748,ND,Ypsilanti,+46.7833593,-098.5609884
18715,ND,Bismarck,+46.8110381,-100.7701017
18714,ND,Belfield,+46.8859831,-103.1982465
18718,ND,Wilton,+47.1582288,-100.7856067
18716,ND,Lincoln,+46.7673799,-100.7017038
18750,ND,Erie,+47.1153464,-097.3879176
18717,ND,Regan,+47.1567611,-100.5272596
18751,ND,Wheatland,+46.9048967,-097.3454829
18726,ND,Blanchard,+47.3430844,-097.2231241
18740,ND,Minot AFB,+48.4193624,-101.3358687
18727,ND,Caledonia,+47.4576770,-096.8891412
18737,ND,Four Bears Village,+47.9870303,-102.5938328
18729,ND,Auburn,+48.5065628,-097.4368439
18728,ND,Dahlen,+48.1587896,-097.9323819
18736,ND,Orrin,+48.0909380,-100.1671086
18731,ND,De Lamere,+46.2668235,-097.3333183
18730,ND,Nash,+48.4778239,-097.5244529
18735,ND,Selz,+47.8594045,-099.8934117
18732,ND,Heil,+46.3891941,-101.7011510
18734,ND,Barton,+48.5087878,-100.1738206
18733,ND,Raleigh,+46.3571430,-101.3053831
18742,ND,Ruthville,+48.3708133,-101.3002350
18741,ND,Foxholm,+48.3654146,-101.5721198
18738,ND,Mandaree,+47.7450405,-102.6974699
18746,ND,Larson,+48.8915736,-102.8625637
18739,ND,East Fairview,+47.8534192,-104.0358925
18756,ND,McLeod,+46.3886754,-097.2986937
18745,ND,Sutton,+47.4037956,-098.4410348
18744,ND,Jessie,+47.5401895,-098.2291472
18743,ND,Logan,+48.1595602,-101.1755574
18755,ND,Englevale,+46.3911774,-097.9038314
18754,ND,Heimdal,+47.7926535,-099.6526950
18749,ND,Fort Totten,+47.9706611,-099.0071172
18753,ND,Embden,+46.8050308,-097.4395063
18752,ND,Brooktree Park,+47.0038843,-096.8956931
18762,ND,Menoken,+46.8144198,-100.5304785
18761,ND,Grand Forks AFB,+47.9549323,-097.3866426
18760,ND,Green Acres,+48.8381323,-099.6900923
18757,ND,Belcourt,+48.8424940,-099.7441643
18759,ND,Shell Valley,+48.8086160,-099.8271014
18758,ND,East Dunseith,+48.8632460,-100.0218562
18763,ND,Driscoll,+46.8426821,-100.1439054
18724,ND,Porcupine,+46.2218380,-101.1001039
18593,ND,Page,+47.1579418,-097.5705446
18659,ND,Sheldon,+46.5874256,-097.4919482
18725,ND,Manning,+47.2310350,-102.7703746
18618,ND,Carrington,+47.4507853,-099.1300361
18584,ND,Amenia,+47.0068179,-097.2241830
18440,ND,Petersburg,+48.0175398,-098.0006619
18689,ND,Gilby,+48.0837008,-097.4677032
18573,ND,Leeds,+48.2890473,-099.4395160
18566,ND,Alsen,+48.6304561,-098.7042712
18441,ND,Pekin,+47.7919215,-098.3278330
18623,ND,Mantador,+46.1654733,-096.9778374
18400,ND,Pembina,+48.9660917,-097.2477520
18401,ND,St. Thomas,+48.6193698,-097.4470989
18442,ND,Michigan City,+48.0244200,-098.1201195
18444,ND,Lakota,+48.0426670,-098.3467853
18443,ND,McVille,+47.7651159,-098.1754424
18445,ND,Aneta,+47.6797193,-097.9889837
18560,ND,Milton,+48.6263553,-098.0458958
18456,ND,Hoople,+48.5350008,-097.6377098
18446,ND,Zap,+47.2850930,-101.9237180
18447,ND,Stanton,+47.3163991,-101.3838991
18405,ND,Coleharbor,+47.5424570,-101.2211852
18402,ND,Walhalla,+48.9210296,-097.9169907
18404,ND,Butte,+47.8370362,-100.6658716
18403,ND,Benedict,+47.8301388,-101.0843438
18611,ND,Dawson,+46.8679140,-099.7536257
18448,ND,Pick City,+47.5116576,-101.4571465
18454,ND,Minto,+48.2923924,-097.3730158
18455,ND,Lankin,+48.3144963,-097.9213195
18612,ND,Sentinel Butte,+46.9194401,-103.8405901
18462,ND,Conway,+48.2344461,-097.6751834
18463,ND,Ardoch,+48.2054823,-097.3407538
18406,ND,Garrison,+47.6530553,-101.4217937
18464,ND,Adams,+48.4205452,-098.0739582
18408,ND,Mercer,+47.4906061,-100.7111401
18407,ND,Max,+47.8205575,-101.2915224
18529,ND,Woodworth,+47.1421688,-099.3041506
18465,ND,Rutland,+46.0543261,-097.5068356
18613,ND,Golva,+46.7345691,-103.9823134
18416,ND,Crosby,+48.9164037,-103.2969509
18409,ND,Riverdale,+47.4970783,-101.3654265
18410,ND,Ruso,+47.8372775,-100.9343542
18530,ND,Streeter,+46.6575780,-099.3569949
18411,ND,Turtle Lake,+47.5214818,-100.8907993
18412,ND,Underwood,+47.4551824,-101.1415677
18414,ND,Noonan,+48.8903323,-103.0102866
18413,ND,Washburn,+47.2940451,-101.0277962
18575,ND,Esmond,+48.0332570,-099.7650923
18415,ND,Fortuna,+48.9097116,-103.7788742
18366,ND,Glen Ullin,+46.8116960,-101.8333940
18419,ND,Mayville,+47.4980542,-097.3261692
18417,ND,Ambrose,+48.9559909,-103.4809953
18418,ND,Portland,+47.4993001,-097.3693284
18576,ND,Brinsmade,+48.1836061,-099.3240277
18420,ND,Solen,+46.3877258,-100.7956817
18421,ND,Selfridge,+46.0420019,-100.9242104
18365,ND,Hebron,+46.9024160,-102.0446998
18367,ND,Flasher,+46.4520995,-101.2328605
18368,ND,Almont,+46.7284154,-101.5018920
18577,ND,Davenport,+46.7149201,-097.0649603
18369,ND,Sheyenne,+47.8272583,-099.1169451
18586,ND,Sharon,+47.5940641,-097.9049712
18372,ND,McClusky,+47.4840516,-100.4427346
18371,ND,Martin,+47.8265748,-100.1151338
18370,ND,New Rockford,+47.6788529,-099.1341037
18376,ND,Fredonia,+46.3291184,-099.0956701
18373,ND,Goodrich,+47.4762339,-100.1247961
