position,location,school,height,weight,fourty,stars,rating,rank,institution,name,year,place_gid,statefp,lat,lon
de,"San Diego, California",Lincoln,78,210,,3,5.6,,San Diego State,Fred Melifonwu,2013,327,06,-117.153080018096,32.726033410875
qb,"Murrieta, California",Vista Murrieta,78,190,,2,5.3,,Colorado State,Nick Stevens,2013,486,06,-117.161964881547,33.5891646746234
db,"Loganville, Georgia",Grayson,65,160,4.5,2,5.4,,Penn State,Kasey Gaines,2013,8678,13,-83.9007525552844,33.8212546782428
de,"Hazel Green, Alabama",Hazel Green,78,265,5.0,3,5.5,,Penn State,Parker Cothren,2013,3630,01,-86.5435660023668,34.9303165041225
ath,"Harrisburg, Pennsylvania",Central Dauphin,78,210,4.6,3,5.5,,Penn State,Zayd Issah,2013,26781,42,-76.8688481414637,40.2427511436031
ol,"Lynchburg, Virginia",Liberty Christian Academy,78,247,4.9,2,5.2,,Penn State,Tanner Hartman,2013,28013,51,-79.1894374140939,37.4055348735487
db,"Conroe, Texas",Oak Ridge,65,185,,3,5.5,,Texas State,Germod Williams,2013,6455,48,-95.4521015251491,30.3680413293541
rb,"Chesapeake, Virginia",Western Branch,65,188,,2,5.4,,Connecticut,Josh Marriner,2013,27989,51,-76.1263715677314,36.5856595983567
rb,"Brooklyn, New York",Xaverian,78,185,4.5,3,5.5,,Indiana,Laray Smith,2013,23635,36,-73.8201973036941,40.656703274278
wr,"Lakewood, Ohio",St. Edward,78,175,4.4,2,5.4,,Indiana,Anthony Young,2013,25713,39,-81.7932830585206,41.4891503846367
db,"Edmond, Oklahoma",Santa Fe,78,205,4.6,3,5.6,,Auburn,Khari Harding,2013,5519,40,-97.4639937782761,35.698486807712
te,"Clovis, California",Clovis North,78,220,,3,5.5,,San Diego State,David Wells,2013,416,06,-119.665207478621,36.8501811226871
wr,"Fayetteville, Georgia",Fayette County,78,185,,2,5.4,,Georgia Tech,Antonio Messick,2013,8756,13,-84.4903506629281,33.4350035314437
db,"Fort Walton Beach, Florida",Fort Walton Beach,78,188,4.6,3,5.5,,Georgia Tech,John Marvin,2013,4227,12,-86.6361629219252,30.4280989058058
qb,"Kennesaw, Georgia",McEachern,78,190,4.5,2,5.4,,Georgia Tech,Ty Griffin,2013,4355,13,-84.6019405155796,34.0278484548357
db,"Cairo, Georgia",Cairo,65,200,4.6,2,5.2,,Georgia Tech,Paul Davis,2013,8631,13,-84.2218239021798,30.8960991066713
dt,"Forestville, Maryland",Bishop McNamara,78,285,4.9,3,5.5,,Georgia Tech,Darius Commissiong,2013,22028,24,-76.8660904231529,38.8715676020339
de,"Jackson, Georgia",Jackson,78,235,4.8,3,5.6,,Georgia Tech,Justin Akins,2013,8887,13,-83.9660524188482,33.2714125114869
db,"Katy, Texas",Cinco Ranch,78,191,4.5,3,5.5,,Rice,Cole Thomas,2013,6587,48,-95.8244088496859,29.8085162342529
lb,"College Station, Texas",A&M Consolidated,78,205,4.6,3,5.5,,Colorado,Jimmie Gilbert,2013,6132,48,-96.3816645520458,30.614435289618
lb,"St Charles, Missouri",Francis Howell School,78,215,,2,5.3,,San Diego State,Calvin Munson,2013,17084,29,-90.4933602621175,38.7773909875238
db,"Gardena, California",Gardena,78,175,,2,5.4,,Colorado State,Tyree Simmons,2013,525,06,-118.305244638165,33.9102592942022
ol,"Metuchen, New Jersey",Metuchen,78,295,5.0,3,5.6,,Rutgers,Dorian Miller,2013,22949,34,-74.3573541172085,40.550315951077
ol,"Hutchinson, Kansas",Hutchinson C.C.,78,285,,3,5.7,,Auburn,Devonte Danzey,2013,14189,20,-97.8821696615796,38.0857482662009
de,"Stroudsburg, Pennsylvania",Stroudsburg,78,270,,3,5.5,,Rutgers,Sebastian Joseph,2013,26377,42,-75.2026131802765,40.9813713858601
te,"Syracuse, New York",Christian Brothers,78,250,,2,5.2,,Colorado,Connor Center,2013,23688,36,-76.1555564127055,42.9851246710958
ol,"DeSoto, Texas",DeSoto,78,280,5.2,2,5.4,,San Diego State,Sergio Phillips,2013,6399,48,-96.8464507653538,32.6053733876723
dt,"Red Bank, New Jersey",Red Bank Catholic,78,260,,2,5.4,,Rutgers,Josh Klecko,2013,23071,34,-74.0512270151366,40.3533369071049
ol,"Van Alstyne, Texas",Van Alstyne,78,275,5.1,3,5.6,,Minnesota,Alex Mayes,2013,6321,48,-96.5882223383223,33.4286838970867
de,"Buford, Georgia",Buford,78,245,,3,5.5,,North Carolina,Mikey Bart,2013,8676,13,-84.0324168099373,34.135622091223
lb,"Wilsonville, Oregon",Wilsonville,78,215,4.6,3,5.6,,California,Johnny Ragin III,2013,2144,41,-122.763405573737,45.3296975456044
lb,"Lakeland, Florida",Lakeland,78,230,,3,5.5,,Indiana,T.J. Simmons,2013,8059,12,-81.898228559435,28.1105523548403
dt,"Council Bluffs, Iowa",Iowa Western C.C.,78,280,,2,5.4,,Indiana,Jordan Heiderman,2013,13076,19,-95.8922244165255,41.2550125358304
lb,"Council Bluffs, Iowa",Iowa Western C.C.,78,231,,2,5.4,,Indiana,Steven Funderburk,2013,13076,19,-95.845198729773,41.2186825330987
lb,"Flowery Branch, Georgia",Flowery Branch,78,215,4.6,3,5.5,,Indiana,Kristopher Smith,2013,8998,13,-83.9105926015944,34.1453446858783
lb,"Punta Gorda, Florida",Charlotte,78,215,4.6,3,5.5,,Indiana,Clyde Newton,2013,8000,12,-82.0668039872007,26.9122986399874
wr,"Fort Wayne, Indiana",Homestead,78,180,4.5,3,5.5,,Indiana,Isaac Griffith,2013,12266,18,-85.0958906301064,41.1257230067213
rb,"Hollywood, Florida",Chaminade Madonna,78,215,,2,5.4,,Indiana,Myles Graham,2013,7867,12,-80.1790761776752,26.036699558345
te,"Morris, Illinois",Morris,78,240,,3,5.5,,Indiana,Danny Friend,2013,10584,17,-88.4233801732098,41.3997406884681
de,"Aurora, Ohio",Aurora,78,260,5.0,3,5.5,,Indiana,Patrick Dougherty,2013,25316,39,-81.3399766394345,41.3214310563327
de,"Mililani, Hawaii",Mililani,78,245,,2,5.3,,San Diego State,Dakota Turner,2013,1760,15,-158.008977497375,21.4373762037388
wr,"San Diego, California",Cathedral Catholic,78,205,,2,5.2,,Colorado State,Xavier Williams,2013,327,06,-117.150019818239,32.9777303546343
db,"Round Rock, Texas",Westwood,65,161,,2,5.4,,Wake Forest,Brad Watson,2013,6707,48,-97.6725583309067,30.5579071139425
ath,"Broken Arrow, Oklahoma",Lincoln Christian School,78,170,,2,5.3,,Army,Anthony Wilkinson,2013,19215,40,-95.8269321949783,35.9930745454034
ol,"Yuma, Arizona",Arizona Western C.C.,78,275,,2,5.4,,Middle Tennessee State,Jaylen Hunter,2013,11,04,-114.464166118152,32.5787352030554
wr,"Memphis, Tennessee",Whitehaven,65,154,4.4,3,5.6,,Vanderbilt,Gerald Perry,2013,5981,47,-90.1484065226001,35.0912945399931
de,"Kansas City, Missouri",Rockhurst,78,225,,2,5.2,,Army,Jason Nix,2013,16514,29,-94.6211968229613,39.2843232763638
lb,"Plantation, Florida",American Heritage,65,185,,2,5.4,,Miami (FL),Walter Tucker,2013,7880,12,-80.3025889063972,26.1563146907275
wr,"El Dorado, Kansas",Butler County C.C.,78,195,,3,5.6,,Kentucky,Javess Blue,2013,14091,20,-96.8624428147954,37.8387823822185
wr,"Orlando, Florida",Freedom,65,160,,3,5.5,,Kentucky,Jeff Badet,2013,7774,12,-81.3203818272798,28.5287038265592
te,"Carbondale, Colorado",Roaring Fork,78,260,5.0,2,5.4,,Colorado State,Trae Moxley,2013,10107,08,-107.21546401985,39.3839395075432
ath,"Snellville, Georgia",South Gwinnett,65,171,4.5,2,5.3,,Wake Forest,Deonte Davis,2013,8686,13,-83.9931903193931,33.8499683816171
db,"Annapolis, Maryland",Annapolis Christian School,78,205,,2,5.3,,Maryland,Elvis Dennah,2013,21918,24,-76.5136973126493,38.9667691634207
dt,"Woodland Hills, California",Pierce C.C.,78,305,5.0,4,5.8,,Kansas,Marquel Combs,2013,546,06,-118.369938639078,34.0698489480178
dt,"Howells, Nebraska",Howells,78,270,4.9,3,5.5,,Iowa,Nathan Bazata,2013,17723,31,-97.0121583383003,41.7292837345172
te,"Omaha, Nebraska",North,78,260,4.7,2,5.4,,Ohio,Casey Sayles,2013,17953,31,-95.9990624869151,41.2201395305045
db,"San Mateo, California",College of San Mateo,65,185,4.5,3,5.5,,Kansas State,Nate Jackson,2013,444,06,-122.327880850641,37.5262076064765
ath,"Gaithersburg, Maryland",The Avalon School,65,180,4.5,2,5.4,,Maryland,Jacquille Veii,2013,21903,24,-77.191897678701,39.1478809535053
ath,"Baltimore, Maryland",Catonsville Senior,65,170,4.4,2,5.3,,Maryland,DeAndre Lane,2013,21915,24,-76.6880524273267,39.3465170797762
wr,"Ephraim, Utah",Snow College,65,175,4.4,3,5.6,,Iowa,Damond Powell,2013,20183,49,-111.597531233337,39.3546036665982
wr,"Greenwood, Arkansas",Greenwood,78,180,4.5,3,5.5,,Arkansas,Drew Morgan,2013,4051,05,-94.255532547549,35.2067899275337
dt,"Riviera Beach, Florida",Suncoast,78,285,,2,5.3,,Arkansas,Ke'tyrus Marks,2013,7850,12,-80.0503996946076,26.7863824034239
de,"Forrest City, Arkansas",Forrest City,78,235,,3,5.5,,Arkansas,Tevin Beanum,2013,4095,05,-90.799363946414,35.0418987260881
lb,"Coffeyville, Kansas",Coffeyville C.C.,78,220,,3,5.6,,Arkansas,Martrell Spaight,2013,13877,20,-95.6523254556545,37.0336054776555
rb,"Osceola, Arkansas",Osceola,78,185,4.5,3,5.5,,Arkansas,Korliss Marshall,2013,29406,05,-90.0062975559473,35.6978879806685
db,"Fayetteville, Arkansas",Fayetteville,78,195,4.6,3,5.5,,Arkansas,Alex Brignoni,2013,9894,05,-94.1066930412213,36.1007174782793
db,"Monroeville, Pennsylvania",Gateway,78,169,,2,5.4,,Temple,Todd Jeter,2013,26127,42,-79.7623184362465,40.446192982462
wr,"Manvel, Texas",Manvel,65,173,,2,5.4,,Texas Tech,Carlos Thompson,2013,7216,48,-95.4046491267552,29.4815412249379
dt,"River Falls, Wisconsin",River Falls,78,255,,2,5.3,,Army,Tiano Pupungatoa,2013,20865,55,-92.6137203287803,44.8448277746434
ath,"Havelock, North Carolina",Havelock,65,190,4.7,4,5.8,,South Carolina,Pharoh Cooper,2013,24594,37,-76.8947776714851,34.883292086802
ol,"Thatcher, Arizona",Eastern Arizona J.C.,78,305,,2,5.2,,North Carolina,Will Dancy,2013,3637,04,-109.769068268055,32.8107025442741
de,"Ennis, Texas",Ennis,78,225,4.6,2,5.4,,Texas Tech,Malik Jenkins,2013,6721,48,-96.6001414548603,32.3410583098003
k,"San Francisco, California",City College of San Francisco,78,210,,2,5.3,,Arkansas,Sam Hill,2013,248,06,-122.459910526834,37.7327254421748
db,"Miami, Florida",Northwestern,78,185,4.4,2,5.4,,Arkansas,De'Andre Coley,2013,7974,12,-80.2239859840212,25.7630325015114
db,"Walnut, California",Mt. San Antonio C.C.,78,200,,3,5.5,,Texas Tech,Dorian Crawford,2013,581,06,-117.855308049942,34.0231106434548
de,"Hutchinson, Kansas",Hutchinson C.C.,78,260,,2,5.4,,Texas Tech,Demetrius Alston,2013,14189,20,-97.9346305113573,38.0815502377122
wr,"Perris, California",Citrus Hill,78,180,,3,5.5,,Oklahoma,KJ Young,2013,490,06,-117.229860312765,33.7249329748883
dt,"Scooba, Mississippi",East Mississippi C.C.,78,305,4.9,3,5.6,,Florida,Jarran Reed,2013,4959,28,-88.4709667861647,32.8293902472536
te,"Willmar, Minnesota",Ridgewater C.C.,78,250,4.7,2,5.3,,Texas State,Lawrence White,2013,15344,27,-95.0573223711522,45.1326068704361
qb,"O'Fallon, Illinois",O'Fallon,78,180,,2,5.4,,Western Kentucky,Todd Porter,2013,11004,17,-89.8874317409558,38.5833026296943
ath,"Leander, Texas",Leander,78,190,4.5,3,5.5,,Texas Tech,Caleb Woodward,2013,6705,48,-97.8586565495321,30.5938130812997
dt,"Norwalk, California",Cerritos C.C.,78,295,4.9,3,5.6,,Oregon State,Kyle Peko,2013,554,06,-118.085908505928,33.8940086903275
ath,"Mesquite, Texas",Dallas Christian,78,168,4.5,3,5.5,,Texas Tech,Justis Nelson,2013,6406,48,-96.5431323752055,32.7381896038298
wr,"Garden City, Kansas",Garden City C.C.,78,195,,3,5.5,,Kansas,Rodriguez Coleman,2013,14153,20,-100.834484457362,37.9697245201117
ol,"Thornwood, New York",Westlake,78,298,5.3,3,5.5,,Connecticut,Tommy Hopkins,2013,24348,36,-73.768494316375,41.1207300066008
wr,"Covina, California",Charter Oak,78,175,4.6,3,5.6,,Colorado,Bryce Bobo,2013,517,06,-117.881834588689,34.1041463718907
rb,"Phoenix, Arizona",Thunderbird,78,200,4.5,2,5.3,,Oregon,Kani Benoit,2013,29370,04,-111.991220345187,33.4376442215
wr,"Gadsden, Alabama",Gadsden City,78,207,,3,5.6,,Mississippi State,B.J. Hammond,2013,3265,01,-86.0586341550047,34.0341570039883
wr,"Matthews, North Carolina",Jireh Prep,78,200,,2,5.4,,San Diego State,Christian Cumberlander,2013,24720,37,-80.7122116952694,35.1159109173635
de,"Houston, Texas",Alief Taylor,78,216,4.6,3,5.5,,Wake Forest,Duke Ejiofor,2013,6453,48,-95.6508065107216,29.7700126037377
rb,"La Mesa, California",Helix,65,195,,2,5.4,,Colorado,Michael Adkins,2013,322,06,-117.001026183047,32.788673445966
db,"Fort Scott, Kansas",Fort Scott C.C.,65,170,4.4,2,5.4,,South Alabama,Antonio Carter,2013,13744,20,-94.7060105468911,37.8381082334255
wr,"Raymond, Mississippi",Hinds C.C.,78,191,4.4,4,5.8,,LSU,Quantavius Leslie,2013,4890,28,-90.385408057184,32.2673272330859
wr,"West Hills, California",Chaminade,78,180,4.4,3,5.5,,Colorado,Elijah Dunston,2013,546,06,-118.284318199708,33.8928932461992
de,"Aurora, Colorado",Mullen,78,243,4.8,2,5.3,,Colorado,Timothy Coleman,2013,10176,08,-104.834831106168,39.7442669589891
qb,"Prairie Village, Kansas",Shawnee Mission East,78,226,4.8,3,5.5,,Kansas,Jordan Darling,2013,13936,20,-94.632909749744,38.9878306105199
ath,"San Jose, California",Valley Christian,65,195,,2,5.3,,Colorado,Ryan Severson,2013,412,06,-121.767748603768,37.2573189279995
db,"Port Arthur, Texas",Port Arthur Memorial,65,175,4.6,2,5.4,,Texas Tech,Jalen Barnes,2013,6053,48,-94.0299168921431,29.9240559470805
lb,"Harker Heights, Texas",Harker Heights,78,210,,3,5.6,,Texas,Naashon Hughes,2013,6159,48,-97.679451169057,31.071419111511
db,"Stafford, Virginia",North Stafford,78,195,4.6,3,5.5,,Virginia Tech,Anthony Shegog,2013,28255,51,-77.4336344870056,38.4114377958818
wr,"Tyler, Texas",Tyler J.C.,78,212,4.5,3,5.5,,Mississippi State,Jeremey Chappelle,2013,7124,48,-95.3583681441543,32.3157509810331
de,"St. Petersburg, Florida",Northeast,78,215,,2,5.4,,South Florida,Auggie Sanchez,2013,7797,12,-82.6573510811976,27.7352672940528
de,"Sarasota, Florida",Booker,78,240,,3,5.5,,South Florida,Eric Mayes,2013,7943,12,-82.5688811365397,27.3091737443035
qb,"Metairie, Louisiana",Rummel,78,215,,3,5.6,,Mississippi State,Damian Williams,2013,4793,22,-90.1255613257238,29.9826322046031
qb,"Fort Lauderdale, Florida",University School,78,195,4.8,3,5.5,,South Florida,Mike White,2013,7864,12,-80.1618219552529,26.0912249323928
dt,"Toledo, Ohio",Whitmer,78,270,,3,5.5,,Toledo,Marquise Moore,2013,19044,39,-83.5445659053719,41.6852144545715
db,"Jonesboro, Georgia",Jonesboro,78,175,4.5,3,5.6,,Tennessee,Cameron Sutton,2013,8992,13,-84.3483070098198,33.5419301349904
ath,"Kingsport, Tennessee",Dobyns Bennett,65,170,4.4,3,5.6,,Tennessee,Malik Foreman,2013,27790,47,-82.564677502766,36.58585652233
db,"Garden City, Kansas",Garden City C.C.,78,185,4.5,3,5.6,,Tennessee,Riyahd Jones,2013,14153,20,-100.850967284371,37.9757704295153
ol,"Fort Worth, Texas",Eastern Hills,78,260,,2,5.4,,Texas Tech,Cody Hayes,2013,6595,48,-97.4491988323326,32.8078154708287
ol,"The Woodlands, Texas",The Woodlands,78,306,5.1,3,5.5,,Colorado,Jonathan Huckins,2013,7375,48,-95.490453537537,30.1589653303173
ol,"Cincinnati, Ohio",Moeller,78,295,,3,5.5,,Miami (FL),Alex Gall,2013,18785,39,-84.477719376887,39.1572234262819
ol,"Athens, Texas",Trinity Valley C.C.,78,305,,3,5.7,,Oklahoma,Josiah St.John,2013,6807,48,-95.8924308167691,32.1991277169444
wr,"Miramar, Florida",Miramar,78,175,,3,5.6,,Syracuse,Sean Avant,2013,7874,12,-80.2285397353587,25.9888372508764
ol,"Phoenix, Arizona",Phoenix C.C.,78,285,,2,5.3,,San Diego State,Lenicio Noble,2013,29370,04,-112.04188935751,33.3487729745001
db,"Chatham, Virginia",Hargrave Military Academy,78,195,,3,5.7,,Clemson,Cordrea Tankersley,2013,28080,51,-79.3872240706314,36.8087614555537
de,"New Smyrna Beach, Florida",New Smyrna Beach,78,250,,2,5.4,,Florida State,Davarez Bryant,2013,7991,12,-80.8898720309181,29.0180224164749
qb,"Louisville, Kentucky",Trinity,78,180,4.5,2,5.2,,Florida International,Travis Wright,2013,14486,21,-85.6229211033805,38.2094516072701
db,"Woodland Hills, California",Pierce C.C.,65,185,4.5,2,5.4,,Texas Tech,Martin Hill,2013,546,06,-118.34662844839,34.2086273922618
ol,"Melville, New York",St. Anthony's,78,295,,2,5.2,,Army,Joseph Tustin,2013,24375,36,-73.4058602903849,40.7760369040102
db,"Broken Arrow, Oklahoma",Broken Arrow,78,175,4.4,3,5.5,,Kansas State,Cre Moore,2013,19215,40,-95.7547181812794,36.0285347566977
lb,"Tampa, Florida",Plant,78,210,,3,5.5,,South Florida,Mitchell Wright,2013,8009,12,-82.3935226418146,28.1279560936218
db,"Riverside, California",Riverside C.C.,65,175,,3,5.5,,Fresno State,Tray Hall,2013,492,06,-117.43490168677,33.9500791273897
ol,"Milledgeville, Georgia",Georgia Military,78,350,5.3,3,5.6,,Florida,Trenton Brown,2013,8634,13,-83.2281797397694,33.0406175790179
ath,"San Diego, California",Mira Mesa,65,175,,2,5.3,,San Diego State,Addison Morrow,2013,327,06,-117.121977861513,32.9701328667583
db,"San Diego, California",Mira Mesa,65,170,,2,5.3,,San Diego State,Trey Lomax,2013,327,06,-117.120563614051,32.9015835871567
wr,"Riverside, California",Riverside C.C.,65,175,4.4,2,5.3,,Fresno State,Devon Brown,2013,492,06,-117.409115039403,33.9480230423644
db,"Tustin, California",Vista Murrieta,65,170,,3,5.5,,Fresno State,Treshon Broughton,2013,640,06,-117.812730866323,33.7401142872688
db,"Powder Springs, Georgia",Hillgrove,65,170,4.4,3,5.6,,Mississippi State,Tolando Cleveland,2013,4356,13,-84.709195650562,33.8788297355274
db,"Compton, California",Dominguez,78,170,,2,5.3,,San Diego State,Malik Smith,2013,516,06,-118.23945512456,33.8880135095545
rb,"Sacramento, California",American River C.C.,65,195,,3,5.5,,Utah,Devontae Booker,2013,220,06,-121.482561223882,38.4712874907679
wr,"Tempe, Arizona",Marcos De Niza,78,178,4.6,2,5.4,,Arizona,Paul Elvira,2013,29372,04,-111.944894930588,33.446587232998
de,"Panama City, Florida",Bozeman,78,225,,2,5.4,,Maryland,Chandler Burkett,2013,4208,12,-85.4867797221241,30.2331992820242
rb,"Corsicana, Texas",Navarro J.C.,78,180,,2,5.4,,Texas Tech,Tyler Middleton,2013,6506,48,-96.514782103113,32.058651587366
db,"Las Vegas, Nevada",Bishop Gorman,65,175,4.6,2,5.4,,Colorado State,Justin Sweet,2013,1995,32,-115.258552861362,36.2744663082142
db,"Ocala, Florida",Trinity Catholic,65,180,4.4,2,5.3,,UCF,Jamonte Jones,2013,8079,12,-82.2346234900853,29.1594897616469
lb,"Washington, District of Columbia",Friendship Collegiate Academy,78,210,4.7,3,5.5,,Maryland,Cavon Walker,2013,21602,11,-77.0234114598296,38.8852248551131
lb,"Akron, Ohio",Firestone Senior,78,203,4.7,3,5.5,,Akron,Jerome Lane,2013,25157,39,-81.5717083979183,41.1308166073607
wr,"Mesquite, Texas",Mesquite,78,177,,2,5.4,,Colorado State,Rashard Higgins,2013,6406,48,-96.5276416521485,32.7514867304499
lb,"Mesquite, Texas",Horn,78,226,4.7,2,5.4,,Rice,D.J. Green,2013,6406,48,-96.4845658353261,32.6842111861965
te,"Waxahachie, Texas",Kilgore J.C.,78,250,,2,5.4,,Kentucky,Steven Borden,2013,6658,48,-96.8301539072975,32.3627163164926
qb,"Signal Mountain, Tennessee",Signal Mountain,78,210,,3,5.5,,Kentucky,Reese Phillips,2013,5933,47,-85.3646804780896,35.121066919916
ol,"Jackson, Mississippi",Jackson Academy,78,315,,2,5.4,,Mississippi State,Jamaal Clayborn,2013,4885,28,-90.1391015437522,32.3318086286365
ol,"Castle Rock, Colorado",Douglas County,78,310,,3,5.5,,Colorado State,Blake Nowland,2013,10079,08,-104.823033643208,39.3899257272481
ath,"Hampton, Virginia",Hampton,65,170,,3,5.5,,Virginia Tech,Deon Newsome,2013,28076,51,-76.3347472835457,37.0588391694308
lb,"San Marcos, California",Mission Hills,78,200,,2,5.4,,Colorado State,Kiel Robinson,2013,328,06,-117.121194511744,33.1386232103999
lb,"Salisbury, Maryland",Wicomico High,78,195,,2,5.4,,Maryland,Derrick Hayward,2013,21945,24,-75.591903748817,38.4096492889507
ol,"Lakewood, Colorado",Bear Creek,78,265,5.3,2,5.4,,Colorado State,Jake Bennett,2013,10155,08,-105.073401784711,39.7004914134641
te,"Oroville, California",Butte C.C.,78,250,,3,5.5,,Texas,Geoff Swaim,2013,454,06,-121.569130582814,39.4668931061898
db,"Suffolk, Virginia",Kings Fork,65,180,4.6,3,5.5,,Virginia Tech,Charles Clark,2013,28148,51,-76.5411302609063,36.8336026616643
db,"Lancaster, Texas",Lancaster,65,167,4.5,2,5.4,,Oklahoma,Dakota Austin,2013,6405,48,-96.7826660336182,32.6086907003358
lb,"Weed, California",College of the Siskiyous,78,220,,3,5.6,,Arkansas,Myke Tavarres,2013,276,06,-122.362404400549,41.4042015519555
rb,"Dodge City, Kansas",Dodge City,78,195,4.6,2,5.3,,Air Force,Parker Davis,2013,14117,20,-100.010444094373,37.7724881735419
ol,"South Bend, Indiana",South Bend Clay,78,292,,3,5.5,,Central Michigan,Shakir Carr,2013,12244,18,-86.2621574166532,41.742901597744
db,"Wilmington, California",Los Angeles Harbor C.C.,78,200,,3,5.5,,San Jose State,Esston Al-Uqdah,2013,546,06,-118.503390730451,34.089490476956
de,"West Palm Beach, Florida",Dwyer,78,250,,3,5.6,,Tennessee,Malik Brown,2013,7856,12,-80.1976439090244,26.7558699945923
de,"Gaffney, South Carolina",Gaffney,78,265,5.0,3,5.6,,Tennessee,Jaylen Miller,2013,27722,45,-81.6803309301819,35.0823708872332
db,"McCook, Nebraska",McCook,78,193,4.5,2,5.3,,Colorado State,Jake Schlager,2013,18122,31,-100.614506421873,40.2064815140796
wr,"Bellevue, Washington",Bellevue,65,173,,2,5.3,,Idaho,Reuben Mwehla,2013,2614,53,-122.144059396893,47.5925545979008
ol,"Ponte Vedra, Florida",Ponte Vedra,78,255,4.9,3,5.5,,Virginia Tech,Kyle Chung,2013,8112,12,-81.9860882577515,30.2890858452327
db,"San Jose, California",Oak Grove,78,180,,3,5.5,,Colorado,Chidobe Awuzie,2013,412,06,-121.849275192411,37.4215765432717
wr,"Peoria, Arizona",Sunrise Mountain,78,200,,3,5.5,,Colorado State,Elroy Masters,2013,12,04,-112.24783495577,33.8626351673847
lb,"Mesquite, Texas",West Mesquite,78,200,,2,5.4,,New Mexico State,Andre Thompson,2013,6406,48,-96.6394606486667,32.8202195067034
wr,"Dallas, Texas",Kimball,78,175,,3,5.5,,New Mexico State,Prentavious Morehead,2013,6370,48,-96.8478042825918,32.9018917372045
lb,"Washington, District of Columbia",Friendship Collegiate Academy,78,220,4.7,3,5.5,,Maryland,Jermaine Carter,2013,21602,11,-77.0893891890395,38.953150564321
lb,"Waldorf, Maryland",Westlake,78,210,,3,5.5,,Wake Forest,Marquel Lee,2013,22352,24,-76.9617205131966,38.6030136189333
wr,"Westland, Michigan",John Glenn,78,185,4.4,3,5.6,,Michigan,Da'Mario Jones,2013,15046,26,-83.38313350928,42.2999455694624
dt,"Miami, Florida",Miami Norland,78,235,,2,5.2,,Florida International,Akheem Barton,2013,7974,12,-80.2438831930021,25.7387064069754
db,"Santa Rosa, California",Santa Rosa J.C.,78,210,4.3,3,5.5,,Texas State,Brandon Jones,2013,190,06,-122.798003301797,38.4222557669759
de,"Scooba, Mississippi",East Mississippi C.C.,78,252,4.7,4,5.8,,Kentucky,Za'Darius Smith,2013,4959,28,-88.4919126130244,32.8345778081989
dt,"Jacksonville, Florida",Mandarin,78,275,5.0,3,5.5,,Maryland,Kingsley Opara,2013,8112,12,-81.5164842848952,30.3384333575636
ol,"Battle Creek, Michigan",Harper Creek,78,285,,2,5.4,,Western Michigan,Josh Bass,2013,14770,26,-85.2697057768894,42.3377627463466
rb,"Aurora, Illinois",Waubonsie Valley,65,187,,2,5.4,,Western Michigan,Austin Guido,2013,10834,17,-88.2164290799272,41.7336915246307
dt,"Opa Locka, Florida",Monsignor Pace,78,263,,2,5.4,,Western Michigan,Jamar Simpkins,2013,7947,12,-80.2451462682599,25.8984603495351
de,"Chicago, Illinois",Morgan Park,78,240,,3,5.6,,Western Michigan,Khairi Bailey,2013,11336,17,-87.8838321588953,41.992920743173
lb,"Santa Ana, California",Santa Ana C.C.,78,215,4.5,2,5.3,,Idaho,Marc Millan,2013,637,06,-117.915299964597,33.7171659841244
rb,"St. Louis, Missouri",Christian Brothers College High,65,180,4.4,2,5.3,,Iowa,Jonathan Parker,2013,16702,29,-90.2159477070807,38.6801771750525
wr,"Tampa, Florida",Plant,78,175,,2,5.4,,Tulane,Tristan Cooper,2013,8009,12,-82.5396523218012,27.8439739630113
de,"Fresno, California",Clovis North,78,250,,2,5.3,,Colorado State,Josh Lovingood,2013,420,06,-119.905200036201,36.6723331964409
de,"Brooklyn, New York",ASA College,78,265,4.7,3,5.5,,Florida State,Desmond Hollin,2013,23635,36,-74.1965091508223,40.5515004279842
dt,"Portland, Oregon",Jesuit,78,275,4.9,3,5.5,,Oregon,Doug Brenner,2013,2141,41,-122.611009112742,45.5728964516324
de,"Palm Desert, California",College of the Desert,78,270,4.8,3,5.5,,Oregon State,Lyndon Tulimasealii,2013,488,06,-116.362022523377,33.7809096444253
de,"Honolulu, Hawaii",Pac-Five,78,240,,3,5.5,,Oregon State,Titus Failauga,2013,1781,15,-157.865319090704,21.3221358078995
de,"Riverside, California",Riverside C.C.,78,265,4.9,3,5.6,,Oregon State,Charlie Tuaau,2013,492,06,-117.379251004769,33.975572563174
dt,"Ephraim, Utah",Snow College,78,315,5.1,3,5.6,,Oregon State,Siale Hautau,2013,20183,49,-111.581313199112,39.3420032123149
dt,"Lancaster, California",Antelope Valley C.C.,78,290,,3,5.7,,Oregon State,Edwin Delva,2013,540,06,-118.264645834763,34.7067409808868
lb,"Houston, Texas",Houston Memorial,78,230,4.6,2,5.4,,Rice,Brian Womac,2013,6453,48,-95.3117917219707,29.8538025625773
lb,"San Antonio, Texas",Alamo Heights,78,212,4.5,2,5.3,,Rice,Nick Uretsky,2013,6187,48,-98.5383175174746,29.6184789558738
de,"Corinth, Texas",Lake Dallas,78,240,4.7,2,5.4,,Rice,Graysen Schantz,2013,6945,48,-97.0555847002131,33.1350145242448
dt,"Richmond, Texas",George Ranch High School,78,256,4.8,2,5.4,,Rice,Brad Luvender,2013,6863,48,-95.7894485442882,29.6015308125482
